id,title,danceability,energy,key,loudness,tempo,time_signature
235,The Flood,0.577,0.446,6.0,-11.343,81.005,4.0
236,Hanggang Kailan (Umuwi Ka Na Baby),0.59,0.407,4.0,-9.079,145.852,4.0
237,Out of My League,0.538,0.315,0.0,-10.057,91.921,3.0
238,Say Something,0.447,0.158,2.0,-7.571,140.942,3.0
239,Rise,0.401,0.58,7.0,-6.86,173.277,3.0
240,World Spins Madly On,0.502,0.311,1.0,-13.421,107.612,4.0
241,Stumble,0.678,0.612,4.0,-9.764,118.381,4.0
242,Paradise,0.65,0.406,7.0,-13.492,79.642,4.0
243,"Moonlight, Mistletoe & You",0.649,0.399,6.0,-7.894,97.498,3.0
244,ひまわりの約束,0.523,0.445,10.0,-6.359,78.957,4.0
245,Since U Been Gone - Acoustic Version,0.538,0.162,5.0,-13.31,94.981,4.0
246,"One more time,One more chance",0.519,0.429,11.0,-7.707,129.491,4.0
247,Creep,0.585,0.103,7.0,-12.682,133.057,4.0
248,Higher Love,0.578,0.763,2.0,-4.824,96.808,4.0
249,Hyouriittai,0.223,0.891,1.0,-3.626,159.888,4.0
250,How Long Will I Love You,0.382,0.157,1.0,-16.157,136.11,4.0
251,Binibini,0.642,0.374,5.0,-10.606,129.863,4.0
252,You Were Supposed to Be Different,0.436,0.239,7.0,-12.83,73.761,4.0
253,Thinking out Loud,0.702,0.326,1.0,-6.638,79.904,4.0
254,Perfect / Style,0.593,0.292,11.0,-12.755,111.121,4.0
255,Poison & Wine,0.285,0.186,1.0,-12.729,153.848,4.0
257,You And I,0.698,0.285,0.0,-7.632,135.027,4.0
258,Give Me Your Forever (ft. Billkin),0.601,0.439,8.0,-7.589,99.976,4.0
259,Falling in Love at a Coffee Shop,0.332,0.298,4.0,-14.174,83.555,4.0
260,Breathe (2 AM),0.386,0.452,2.0,-7.715,169.837,3.0
261,Habang Buhay,0.62,0.668,9.0,-5.719,118.013,4.0
262,Beautiful Soul,0.394,0.281,9.0,-11.12,90.044,4.0
263,Bulletproof,0.59,0.552,7.0,-10.496,155.101,5.0
264,Spectrum,0.539,0.717,3.0,-7.385,117.973,4.0
265,Girls Like You - Acoustic Version,0.543,0.138,0.0,-14.331,115.65,4.0
266,Nangangamba,0.62,0.547,1.0,-6.772,98.032,4.0
267,Better Together,0.761,0.311,5.0,-10.597,109.891,4.0
268,Heartbreak Anniversary,0.674,0.122,1.0,-17.963,130.014,4.0
269,One More Time Around,0.429,0.358,0.0,-9.076,134.279,4.0
270,Say Something,0.456,0.101,2.0,-11.75,139.896,3.0
271,Heart Can’t Lose,0.647,0.567,1.0,-8.971,125.871,4.0
272,I Ain't Ever Loved No One - Acoustic,0.322,0.213,10.0,-14.915,160.389,4.0
273,Empty,0.482,0.381,2.0,-13.93,81.712,4.0
274,"See You Again, Love Me Like You Do, Sugar - Acoustic Mashup",0.393,0.207,10.0,-11.865,163.99,4.0
275,The Reason,0.423,0.207,7.0,-8.811,149.664,4.0
276,Fix You,0.522,0.152,2.0,-14.996,144.055,4.0
277,Hand to Hold,0.547,0.313,0.0,-7.982,133.737,4.0
278,Hold You in My Arms,0.504,0.321,7.0,-13.807,170.134,3.0
279,One Last Dance,0.466,0.161,7.0,-14.498,139.167,3.0
280,Heaven,0.619,0.28,8.0,-10.238,129.948,4.0
281,The Spark - Bonus Track,0.596,0.429,3.0,-10.16,148.086,4.0
282,American Beauty,0.645,0.169,9.0,-15.744,167.826,4.0
283,Such A Simple Thing,0.522,0.256,10.0,-11.216,76.349,4.0
284,Colors,0.681,0.168,7.0,-13.397,128.615,4.0
285,Someone You Loved,0.736,0.364,1.0,-5.966,110.023,4.0
286,More Than Friends (feat. Meghan Trainor),0.451,0.528,2.0,-6.984,139.28,5.0
287,Flurry Rush,0.371,0.674,9.0,-3.72,87.603,4.0
288,I Choose You,0.731,0.572,6.0,-7.889,154.038,4.0
289,I Do Adore,0.69,0.334,9.0,-5.626,74.721,4.0
290,I'll Be Home For Christmas,0.594,0.307,10.0,-13.062,94.026,3.0
291,Fuck You,0.608,0.917,11.0,-5.341,117.875,4.0
292,Christmas Comes But Once A Year,0.687,0.494,1.0,-9.421,93.269,1.0
294,If I Ain't Got You - Acoustic,0.652,0.15,5.0,-12.699,104.018,3.0
295,Believe - Acoustic,0.765,0.241,4.0,-8.865,123.95,4.0
296,Iris - Acoustic,0.589,0.249,2.0,-10.086,150.096,3.0
297,Rain - Long Ver.,0.588,0.604,9.0,-7.602,92.02,4.0
298,C'est si bon,0.735,0.203,9.0,-13.237,113.913,4.0
299,Baby (Acoustic Version),0.655,0.147,8.0,-14.409,116.103,4.0
300,Reason,0.363,0.819,7.0,-3.128,122.527,4.0
301,I Like Me Better,0.473,0.263,9.0,-8.609,87.145,4.0
302,Asan Ka Na Ba,0.676,0.768,5.0,-5.695,105.999,4.0
303,A Thousand Years,0.41,0.221,5.0,-11.673,139.529,3.0
304,drivers license,0.439,0.217,2.0,-13.166,144.413,4.0
305,Love Someone,0.582,0.347,7.0,-14.769,97.957,4.0
306,The Winner Takes It All - Acoustic,0.426,0.127,6.0,-13.287,62.535,5.0
307,Only Time,0.696,0.261,9.0,-12.107,136.053,3.0
308,Almost Lover,0.549,0.24,0.0,-7.778,119.58,4.0
309,Dance Monkey,0.541,0.192,0.0,-13.995,139.938,4.0
310,Ocean,0.662,0.711,5.0,-4.924,119.989,4.0
311,Dream a Little Dream of Me,0.665,0.185,1.0,-13.852,82.474,4.0
312,Back For Good,0.591,0.175,6.0,-12.959,139.902,4.0
313,OK,0.489,0.183,0.0,-14.769,79.961,4.0
314,Just The Two Of Us,0.618,0.083,4.0,-23.665,90.865,4.0
315,Hey There Delilah,0.664,0.319,0.0,-8.149,105.036,4.0
316,Arcade,0.408,0.266,10.0,-12.9,143.651,4.0
317,Yellow,0.623,0.132,0.0,-13.668,82.105,4.0
318,Wake Me Up,0.494,0.214,7.0,-11.041,125.981,3.0
319,Walking Blind,0.374,0.183,9.0,-13.225,82.042,4.0
320,Headphones,0.559,0.455,5.0,-8.937,159.985,4.0
321,Teenage Dream,0.642,0.408,10.0,-8.168,119.81,4.0
322,The Worth Of The Wait,0.48,0.618,2.0,-7.335,82.051,4.0
323,Can't Help Falling In Love - Piano Version,0.271,0.0937,0.0,-15.035,164.721,5.0
324,Never Come Back Again,0.594,0.695,8.0,-8.872,104.977,4.0
325,Love You To Death,0.574,0.344,4.0,-8.995,147.924,3.0
326,Someone You Loved - Acoustic,0.647,0.298,3.0,-7.91,106.244,4.0
327,What a Wonderful World,0.486,0.0399,0.0,-21.56,95.066,3.0
328,You Broke Me First,0.734,0.0423,4.0,-24.831,123.905,4.0
329,Long Way Down,0.711,0.231,2.0,-13.033,125.062,4.0
330,She Is Love,0.629,0.174,6.0,-9.697,134.295,1.0
331,Marigold,0.615,0.406,6.0,-12.619,166.035,4.0
332,12:51,0.503,0.357,3.0,-9.36,136.135,4.0
333,サンサーラ,0.45,0.183,2.0,-9.003,61.192,4.0
334,Sons and Daughters,0.525,0.461,5.0,-9.489,147.997,4.0
335,Brand New,0.555,0.934,9.0,-5.04,144.874,4.0
336,Gotta Have You,0.678,0.363,11.0,-10.9,75.004,5.0
337,"30,000 Feet",0.555,0.452,0.0,-9.636,179.921,4.0
338,A Thousand Years,0.586,0.396,10.0,-9.953,142.591,3.0
339,Jolene,0.588,0.142,7.0,-15.196,119.656,4.0
340,No Ceiling,0.724,0.652,3.0,-6.869,106.911,4.0
341,Front Porch,0.567,0.224,1.0,-10.024,124.44,4.0
342,Goodbye Lulu,0.544,0.839,5.0,-8.991,87.609,4.0
343,Three More Days,0.555,0.68,10.0,-8.358,84.518,4.0
344,Isn't She Lovely - Acoustic,0.69,0.306,9.0,-9.193,115.671,4.0
345,We Could Still Be Happy,0.513,0.317,10.0,-17.036,84.853,4.0
346,Fix You - Acoustic,0.494,0.152,3.0,-9.843,134.178,4.0
347,I'm Yours - Acoustic,0.634,0.267,11.0,-7.396,143.514,4.0
348,Closer,0.694,0.471,8.0,-8.62,95.003,4.0
349,A Sky Full of Stars,0.643,0.11,6.0,-14.28,101.995,4.0
350,I Don't Believe in Satan,0.422,0.41,6.0,-14.151,83.952,4.0
351,Pills,0.543,0.288,0.0,-8.608,95.435,4.0
352,Shallow - Acoustic,0.332,0.282,7.0,-7.257,187.057,4.0
353,Watermelon Sugar - Acoustic,0.43,0.121,10.0,-15.148,91.211,4.0
354,Say You Won't Let Go - Acoustic,0.432,0.197,3.0,-9.251,163.985,4.0
356,Call You Mine (Acoustic Piano),0.733,0.297,5.0,-14.452,103.953,4.0
357,For Now,0.394,0.249,5.0,-10.484,79.549,4.0
358,Sweet Dream,0.41,0.234,1.0,-15.236,93.72,4.0
359,Love Nwantiti,0.48,0.158,8.0,-15.239,86.107,4.0
360,Stars Are on Your Side,0.255,0.625,0.0,-8.31,84.611,4.0
361,We Don't Talk Anymore / Cold (feat. Sara Phillips),0.524,0.328,11.0,-10.001,99.941,4.0
362,Superman,0.464,0.653,6.0,-7.514,162.196,4.0
363,Chasing Cars,0.659,0.331,10.0,-8.987,105.01,4.0
364,Calm Me Down,0.592,0.49,10.0,-8.508,99.994,4.0
365,KISSして,0.467,0.851,6.0,-4.203,93.873,4.0
366,Binibini (Last Day On Earth) (feat. James TW),0.564,0.391,5.0,-7.655,130.03,4.0
367,Left for America,0.498,0.384,4.0,-10.752,79.856,4.0
368,Ramparts,0.386,0.428,10.0,-9.949,172.311,4.0
369,Hold On - Acoustic,0.702,0.259,2.0,-9.73,120.102,4.0
370,Dust to Dust,0.747,0.265,1.0,-14.141,138.017,4.0
371,Good night,0.522,0.498,7.0,-7.247,145.908,4.0
372,As You Are,0.715,0.438,10.0,-6.147,81.07,4.0
374,It Aint Me,0.354,0.415,9.0,-6.578,175.537,4.0
376,The Lotto,0.687,0.748,3.0,-4.54,88.944,4.0
377,Tamacun,0.588,0.914,7.0,-7.442,128.553,4.0
378,Make It Without You,0.456,0.205,1.0,-8.437,117.663,4.0
379,Dream,0.512,0.248,2.0,-10.359,109.692,3.0
380,"Big Love, Small Moments",0.582,0.282,0.0,-9.229,118.019,4.0
381,I Am Not Alone,0.568,0.18,7.0,-11.707,112.033,4.0
382,Stand Your Ground,0.71,0.271,7.0,-9.541,131.88,4.0
383,Perfect Man,0.574,0.704,0.0,-4.65,117.086,4.0
384,あ。っという間はあるさ,0.64,0.895,9.0,-3.068,115.941,4.0
385,Tell The World,0.669,0.854,4.0,-5.899,120.035,4.0
386,Ain't No Reason,0.615,0.358,5.0,-9.694,146.06,4.0
387,A Month from Now,0.415,0.619,2.0,-7.624,77.009,4.0
388,What If,0.565,0.895,0.0,-5.354,149.919,4.0
389,Pussy Cat,0.586,0.702,0.0,-4.418,177.598,4.0
390,Polaroid Picture,0.564,0.604,7.0,-5.055,113.091,4.0
391,I Bet On Flying High,0.543,0.359,8.0,-6.571,109.735,4.0
394,Mirrors - Acoustic,0.638,0.287,8.0,-11.174,128.025,4.0
395,To the Wonder (feat. Kina Grannis),0.515,0.46,9.0,-11.261,140.067,4.0
396,Stay - Acoustic,0.622,0.221,9.0,-14.335,131.827,4.0
397,太陽さん,0.44,0.0353,6.0,-20.858,181.988,4.0
398,Oh What A Love,0.457,0.064,6.0,-19.928,147.824,3.0
399,Leave The Lights On,0.649,0.821,1.0,-6.483,121.938,4.0
400,I Won't Let You Down,0.495,0.329,7.0,-11.661,72.992,4.0
401,Look For The Good (Single Version),0.71,0.615,0.0,-8.23,90.263,4.0
402,Stargazing,0.69,0.204,7.0,-12.427,139.587,4.0
403,Bad Liar,0.596,0.195,7.0,-11.02,82.114,4.0
404,Is It You,0.66,0.743,9.0,-8.302,130.025,4.0
405,Slow Down Time,0.733,0.657,2.0,-6.843,109.954,4.0
406,2002 - Acoustic,0.589,0.296,0.0,-9.335,165.799,3.0
407,Sweeter,0.686,0.377,9.0,-9.59,92.042,4.0
408,Heat Waves - Acoustic,0.659,0.338,6.0,-10.367,145.877,4.0
409,アジアの純真,0.732,0.83,0.0,-6.63,111.664,4.0
410,If the World Was Ending - Acoustic,0.522,0.202,9.0,-13.38,147.992,4.0
411,Comes And Goes (In Waves),0.565,0.698,0.0,-8.596,120.013,4.0
412,ながれ星,0.474,0.408,7.0,-11.42,143.881,4.0
413,Dusk Till Dawn - Acoustic,0.543,0.244,0.0,-8.062,126.341,3.0
414,Don't Wanna Leave You,0.672,0.644,11.0,-9.063,148.135,4.0
415,Passenger Seat,0.515,0.769,7.0,-5.696,153.046,4.0
416,Love,0.759,0.684,0.0,-5.751,107.948,4.0
417,Hallelujah,0.62,0.21,11.0,-9.633,98.558,3.0
418,Ashes,0.497,0.254,8.0,-11.716,110.864,3.0
419,明日の☆SHOW,0.644,0.603,10.0,-5.83,113.413,4.0
420,Love Me Like You Do,0.45,0.254,4.0,-9.873,92.644,4.0
421,Lost Sparks,0.548,0.3,4.0,-12.71,135.902,4.0
422,Who We Are,0.521,0.507,7.0,-7.007,108.168,4.0
423,Heart (Original Version),0.587,0.842,4.0,-6.04,97.013,4.0
424,It'll Be Alright,0.543,0.324,0.0,-11.258,139.883,4.0
425,Everybody,0.742,0.636,11.0,-6.744,95.002,4.0
426,Kabilugan Ng Buwan,0.707,0.402,4.0,-9.773,94.99,4.0
427,Keep Breathing,0.52,0.308,7.0,-11.996,125.93,3.0
428,Fast Car,0.392,0.251,10.0,-9.845,204.961,4.0
429,Just the Way You Are,0.531,0.296,1.0,-7.594,106.359,4.0
430,The Ladder,0.681,0.608,8.0,-8.369,123.991,4.0
431,HELLO (Original Version),0.569,0.861,1.0,-4.547,77.983,4.0
432,接吻,0.707,0.296,7.0,-11.633,88.006,4.0
433,Can't Keep It Inside,0.519,0.0646,2.0,-18.898,121.696,4.0
434,明日天気になれ,0.608,0.705,3.0,-5.178,111.204,4.0
435,IT'S ONLY LOVE,0.585,0.734,9.0,-5.365,117.84,4.0
436,それがすべてさ,0.527,0.89,7.0,-5.651,102.644,4.0
437,I Don't Wanna Love Somebody Else,0.495,0.22,5.0,-11.16,126.618,4.0
438,Burn It All!,0.628,0.424,6.0,-8.539,99.696,1.0
439,Carried Me With You,0.639,0.666,0.0,-7.775,98.384,4.0
440,"O, Pennsyltucky!",0.245,0.624,2.0,-5.606,162.586,3.0
441,"I Believed You, William Blake",0.387,0.526,9.0,-7.611,130.719,4.0
442,Pepperspray,0.539,0.675,2.0,-6.987,142.041,4.0
443,Stickup,0.487,0.837,0.0,-5.865,160.025,4.0
444,Heaven - Acoustic,0.529,0.24,0.0,-9.066,131.266,4.0
445,Soldier's Eyes,0.666,0.289,7.0,-12.404,109.965,4.0
446,Asleep Among Endives,0.451,0.0318,0.0,-19.933,123.985,4.0
447,Symphony - Acoustic,0.359,0.208,7.0,-10.567,83.155,3.0
448,When I Was Your Man,0.403,0.237,7.0,-10.001,144.174,4.0
449,Save Your Tears - Acoustic,0.693,0.111,0.0,-12.356,110.813,4.0
450,Koi,0.598,0.819,9.0,-2.619,158.115,4.0
451,July Bones,0.596,0.27,2.0,-11.486,100.006,4.0
452,Autumn Breeze,0.589,0.334,7.0,-10.08,80.036,4.0
453,Save Your Tears,0.735,0.275,8.0,-8.994,116.004,4.0
454,You're Still The One - Acoustic,0.605,0.168,2.0,-11.388,119.836,4.0
455,Somebody Loved,0.612,0.107,0.0,-15.867,78.393,4.0
456,Rise,0.568,0.177,2.0,-11.277,103.822,4.0
457,Bohemian Rhapsody - Acoustic,0.451,0.0665,0.0,-13.862,64.289,4.0
458,As It Was - Acoustic,0.595,0.0477,11.0,-14.672,118.162,3.0
459,Wish List,0.307,0.11,1.0,-15.253,201.008,3.0
460,Beautiful Disaster,0.3,0.27,8.0,-14.397,144.589,4.0
461,Fake a smile,0.731,0.191,0.0,-11.359,149.91,4.0
462,Marigold,0.545,0.745,2.0,-3.098,106.094,4.0
463,River Flows In You,0.356,0.23,6.0,-16.957,129.532,4.0
464,Kill Me Pretty,0.432,0.796,7.0,-7.262,141.868,4.0
