userId,songId,interactionType,weight
25,34562,play,0.3367
25,28450,play,0.7733
25,31021,play,0.25
25,27201,play,0.0333
25,38199,dislike,-2.0
25,34997,play,0.99
25,39898,play,0.0033
25,27361,dislike,-2.0
25,16113,play,0.5233
25,1701,dislike,-2.0
25,44607,play,0.91
25,17737,like,3.0
25,19972,play,0.7867
25,14966,like,3.0
25,17375,like,3.0
25,42350,dislike,-2.0
25,34670,play,0.4
25,22661,play,0.7167
25,22361,play,0.9033
25,11479,play,0.4733
25,43928,play,0.3933
25,43106,play,0.9733
25,11462,play,0.0333
25,11333,play,0.52
25,25033,dislike,-2.0
25,35014,like,3.0
25,1099,play,0.24
25,10500,like,3.0
25,13135,like,3.0
25,4866,play,0.58
25,4941,play,0.98
25,45715,play,0.6767
25,9830,play,0.9733
25,16731,like,3.0
26,14868,play,0.3767
26,28818,play,0.17
26,24719,play,0.5333
26,41363,dislike,-2.0
26,42867,play,0.5933
26,15562,dislike,-2.0
26,26791,dislike,-2.0
26,42358,play,0.41
26,10255,play,0.72
26,38524,play,0.8333
26,37739,play,0.3633
26,39938,play,0.78
26,24811,play,0.2433
26,4219,dislike,-2.0
26,32806,play,0.2633
26,12459,play,0.64
26,1325,play,0.1967
26,1569,like,3.0
26,44670,play,0.8833
26,19025,play,0.94
26,33417,play,0.1567
26,19872,play,0.0533
26,22684,play,0.3967
26,47021,dislike,-2.0
26,17545,play,0.49
26,30885,play,0.2467
26,4082,play,0.8633
26,35007,dislike,-2.0
26,23953,play,0.7667
26,25929,like,3.0
26,8826,play,0.48
26,15613,play,0.72
26,36600,play,0.1067
26,21771,play,0.7867
26,44989,dislike,-2.0
26,21245,dislike,-2.0
26,8544,play,0.0733
26,40551,play,0.63
26,41983,play,0.0867
26,259,play,0.3833
26,8589,play,0.7367
26,33390,play,0.2033
26,10853,play,0.46
26,37546,like,3.0
26,1824,play,0.68
26,716,play,0.6367
26,41236,like,3.0
26,44460,play,0.7467
27,46171,play,0.13
27,39322,like,3.0
27,20556,dislike,-2.0
27,32381,like,3.0
27,26609,play,0.1067
27,28348,dislike,-2.0
27,13875,like,3.0
27,45762,play,0.0933
27,31449,play,0.5333
27,2938,play,0.4667
27,11136,play,0.3633
27,9966,play,0.18
27,9907,play,0.35
27,38450,play,0.24
27,23903,play,0.49
27,44997,play,0.4367
27,21241,play,0.94
27,37766,like,3.0
27,421,play,0.01
27,4732,play,1.0
27,27314,play,0.0733
27,33653,play,0.3833
27,24804,play,0.7167
27,40629,play,0.2633
27,406,play,0.3033
27,30828,play,0.85
27,13233,play,0.4233
27,16814,play,0.5733
27,20311,play,0.3267
27,2897,dislike,-2.0
27,869,like,3.0
27,13812,like,3.0
27,19847,play,0.03
27,15340,dislike,-2.0
27,42173,play,0.3867
27,18734,like,3.0
27,14242,like,3.0
27,17768,play,0.2333
27,44491,dislike,-2.0
27,17376,dislike,-2.0
27,10756,play,0.45
27,12812,play,0.4167
27,1520,play,0.28
27,37589,play,0.2433
27,38777,play,0.39
27,27443,play,0.0533
27,20071,play,0.95
27,42121,like,3.0
27,46087,like,3.0
27,28661,play,0.3867
27,38634,play,0.3867
27,8648,like,3.0
27,23147,play,0.7633
27,36971,play,0.27
27,27167,play,0.1
27,13201,play,0.5567
27,4264,play,0.2667
27,15377,dislike,-2.0
27,2810,play,0.78
27,41302,play,0.2133
27,32273,dislike,-2.0
27,38706,like,3.0
27,20370,like,3.0
27,15754,play,0.0367
27,40450,play,0.7033
27,37678,play,0.3067
27,46205,play,0.6867
27,10558,play,0.2233
27,13322,play,0.1133
27,8692,like,3.0
27,11938,play,0.27
27,20063,like,3.0
27,43687,play,0.1433
27,43705,play,0.4467
28,21644,like,3.0
28,39404,play,0.44
28,4203,like,3.0
28,32589,play,0.6367
28,28956,play,0.2633
28,36608,like,3.0
28,22944,play,0.8267
28,17057,play,0.34
28,21710,play,0.16
28,12140,like,3.0
28,13138,play,0.5067
28,2543,play,0.1467
28,34032,dislike,-2.0
28,37636,play,0.18
28,39939,play,0.9133
28,30862,play,0.3833
28,42921,play,0.71
28,36925,play,0.1633
28,15080,like,3.0
28,33435,play,0.5067
28,38010,play,0.8267
28,42251,play,0.61
28,40032,play,0.5567
28,35146,play,0.3233
28,43670,play,0.0433
28,44890,play,0.6867
28,46941,play,0.7133
28,31399,like,3.0
28,3222,play,0.46
28,2514,play,0.1967
28,29962,like,3.0
28,28475,play,0.3133
28,47627,like,3.0
28,30765,dislike,-2.0
28,32412,play,0.15
28,35194,play,0.2867
28,28858,play,0.7767
28,23437,play,0.79
28,37423,play,0.1233
28,45291,play,0.69
28,14439,play,0.0333
28,42517,play,0.95
28,14373,play,0.7833
28,9546,like,3.0
28,43652,dislike,-2.0
28,34729,play,0.8133
28,12442,play,0.9267
28,17272,like,3.0
28,6324,play,0.5967
28,11988,play,0.7267
28,28022,play,0.4133
28,1404,play,0.0433
28,28000,dislike,-2.0
28,27017,play,0.9467
28,21748,play,0.4733
28,8864,like,3.0
28,8774,like,3.0
28,10189,play,0.41
28,27380,play,0.2933
28,32005,play,0.5667
29,44724,play,0.6
29,21774,play,0.9533
29,6929,play,0.1533
29,36151,play,0.5333
29,30755,play,0.5733
29,12873,like,3.0
29,23128,like,3.0
29,38943,play,0.1833
29,1573,play,0.4033
29,43917,play,0.0967
29,30307,play,0.1233
29,2776,play,0.76
29,8009,play,0.7567
29,17589,play,0.4633
29,262,dislike,-2.0
29,46660,play,0.0567
29,26213,play,0.5967
29,32042,play,0.8867
29,6817,play,0.0133
29,15954,play,0.94
29,35684,play,0.6533
29,4352,play,0.07
29,26811,play,0.6367
29,25103,play,0.8033
29,9319,play,0.36
29,4413,play,0.0533
29,43442,like,3.0
29,38581,like,3.0
29,27634,play,0.1267
29,24867,dislike,-2.0
29,22196,play,0.7933
29,23175,like,3.0
29,15614,play,0.1967
29,22238,play,0.55
29,22293,play,0.7167
29,19149,play,0.5933
29,39785,like,3.0
29,22448,play,0.9567
29,42815,like,3.0
29,257,play,0.5333
29,723,play,0.7667
29,45259,play,0.18
29,12122,like,3.0
29,32602,play,0.9867
29,45687,play,0.6533
29,45707,play,0.1567
29,40425,play,0.6667
29,27540,play,0.1867
29,6949,like,3.0
29,30596,like,3.0
29,22790,play,0.9433
29,18802,play,0.1367
29,5716,play,0.0167
29,37419,dislike,-2.0
29,32413,play,0.64
29,19811,play,0.8967
29,43214,like,3.0
29,24714,play,0.5833
29,36691,dislike,-2.0
29,24238,play,0.0333
29,39402,play,0.8
29,27988,play,0.49
29,45452,play,0.5367
29,14256,like,3.0
29,14106,like,3.0
29,39428,play,0.8167
29,27978,play,0.2933
29,812,play,0.2233
29,47556,like,3.0
30,20904,play,0.5733
30,13775,like,3.0
30,23372,like,3.0
30,5758,play,0.8567
30,12047,play,0.33
30,17062,play,0.8367
30,45932,dislike,-2.0
30,10186,play,0.25
30,17960,play,0.9667
30,45732,like,3.0
30,8575,like,3.0
30,10284,play,0.9833
30,41650,play,0.4967
30,18049,play,0.0667
30,5995,dislike,-2.0
30,45589,play,0.4967
30,6417,play,0.2967
30,28731,play,0.55
30,7365,play,0.6367
30,25680,play,0.0033
30,8045,like,3.0
30,23192,dislike,-2.0
30,15187,play,0.3333
30,34699,play,0.8233
30,12623,play,0.95
30,13835,play,0.65
30,44040,play,0.3733
30,30027,play,0.2533
30,8426,play,0.1267
30,16339,play,0.0467
30,38352,like,3.0
30,28775,play,0.88
30,20455,play,0.89
30,4403,play,0.2933
30,27179,play,0.8833
30,43033,play,0.4633
30,30607,play,0.0233
30,18418,like,3.0
30,37837,play,0.5767
30,42133,play,0.7667
30,21592,play,0.7433
30,9705,dislike,-2.0
30,25723,play,0.1733
30,13806,play,0.5733
30,28482,play,0.4267
30,17808,play,0.29
30,24893,play,0.4133
30,45359,like,3.0
30,4385,play,0.3933
30,21244,play,0.13
30,9210,like,3.0
30,23287,play,0.74
30,38817,play,1.0
31,37047,play,0.3333
31,3352,play,0.8
31,6380,play,0.7567
31,5931,play,0.31
31,9297,play,0.6767
31,13563,play,0.9233
31,31817,play,0.17
31,13620,play,0.1133
31,17214,play,0.2433
31,41117,dislike,-2.0
31,11942,like,3.0
31,35492,play,0.3367
31,27124,play,0.68
31,10559,play,0.7833
31,17376,play,0.74
31,8532,play,0.0667
31,28484,dislike,-2.0
31,20531,play,0.6667
31,17883,play,0.19
31,25686,like,3.0
31,17136,dislike,-2.0
31,16280,play,0.46
31,8393,play,0.8667
31,7864,play,0.5733
31,11559,play,0.37
31,46690,like,3.0
31,26745,play,0.5833
31,32900,like,3.0
31,12971,like,3.0
31,36828,play,0.73
31,32274,play,0.8133
31,47431,play,0.64
31,36223,play,0.61
31,23371,play,0.2233
31,35374,play,0.3333
31,18336,play,0.14
31,42806,play,0.1567
31,39920,play,0.3267
31,4119,like,3.0
31,38175,play,0.0533
31,16487,play,0.9067
31,36291,play,0.1567
31,43619,play,0.6433
31,16381,play,0.2367
31,14384,play,0.3967
31,38945,play,0.47
31,11650,play,0.6967
31,46281,play,0.5633
31,39983,play,0.6833
31,17660,play,0.9333
31,38917,play,0.5533
31,5558,play,0.31
31,35042,play,0.7367
32,7910,play,0.42
32,37246,play,0.83
32,38375,play,0.5133
32,16902,play,0.0133
32,24887,play,0.3767
32,9819,play,0.5567
32,42493,dislike,-2.0
32,17275,play,0.5067
32,17805,play,0.52
32,8661,dislike,-2.0
32,831,like,3.0
32,2530,play,0.3967
32,17378,play,0.3267
32,18929,play,0.36
32,11745,dislike,-2.0
32,724,play,0.65
32,26405,play,0.6
32,41430,play,0.7133
32,20375,like,3.0
32,17850,play,0.9133
32,1348,play,0.3933
32,18509,play,0.4967
32,28956,play,0.1833
32,1435,like,3.0
32,37385,like,3.0
32,45576,play,0.9633
32,28640,play,0.98
32,23288,play,0.96
32,12144,play,0.3
32,30565,like,3.0
32,6882,play,0.2467
32,12820,play,0.29
32,12110,dislike,-2.0
32,38247,play,0.65
32,1498,dislike,-2.0
32,16805,play,0.7567
32,9295,play,0.7633
32,34727,dislike,-2.0
32,35896,play,0.4167
32,46679,play,0.2667
32,33210,play,0.1467
32,41313,play,0.6267
32,11420,play,0.82
32,8555,play,0.13
32,41185,play,0.2967
32,5213,play,0.59
32,27167,play,0.9067
32,1359,play,0.3733
32,6076,dislike,-2.0
32,11231,like,3.0
32,46546,play,0.65
32,614,like,3.0
32,21329,play,0.9533
33,18423,like,3.0
33,23820,play,0.8933
33,44884,like,3.0
33,43638,play,0.23
33,18030,play,0.87
33,44589,play,0.9467
33,32589,play,0.3567
33,38896,play,0.3233
33,34864,play,0.2
33,21591,like,3.0
33,23121,play,0.61
33,47537,play,0.5533
33,33893,play,0.9233
33,8423,play,0.63
33,1860,play,0.6133
33,46615,play,0.1467
33,35037,play,0.5667
33,27659,play,0.3967
33,13401,play,0.6
33,24872,play,0.1933
33,15970,play,0.3067
33,18713,play,0.47
33,26149,play,0.75
33,21599,play,0.9567
33,46970,play,0.2933
33,41532,play,0.9833
33,18504,play,0.84
33,2978,like,3.0
33,20491,like,3.0
33,44250,play,0.5533
33,1735,play,0.4333
33,44955,play,0.3467
33,33289,play,0.0467
33,42012,dislike,-2.0
33,16134,play,0.8567
33,31295,play,0.7767
33,35771,like,3.0
33,46622,dislike,-2.0
33,47600,play,0.33
33,19574,play,0.91
33,35291,play,0.6
33,23573,play,0.7533
33,45871,play,0.0033
33,31248,dislike,-2.0
33,14358,play,0.7633
33,36261,dislike,-2.0
33,25968,play,0.5
33,20758,dislike,-2.0
33,44590,play,0.24
33,7266,like,3.0
33,42039,play,0.6767
33,26101,like,3.0
33,27833,play,0.4533
33,4309,play,0.12
33,18957,dislike,-2.0
33,22708,play,0.71
33,6841,dislike,-2.0
33,36577,like,3.0
33,5608,like,3.0
33,16763,dislike,-2.0
33,23465,play,0.0167
33,2657,play,0.9067
33,16401,play,0.4933
33,12437,play,0.3167
33,21220,play,0.0967
33,27955,play,0.0067
34,35052,play,0.9733
34,43755,play,0.5
34,17869,play,0.1667
34,35090,play,0.8067
34,24716,play,0.9467
34,33064,play,0.4067
34,4801,dislike,-2.0
34,11515,play,0.8333
34,13010,like,3.0
34,25778,play,0.59
34,37513,play,0.19
34,46415,play,0.8867
34,5632,play,0.77
34,10072,like,3.0
34,24227,play,0.52
34,31977,play,0.7467
34,46491,like,3.0
34,42697,play,0.96
34,6005,play,0.1433
34,14778,play,0.9767
34,22667,play,0.6933
34,36607,play,0.8
34,12746,play,0.53
34,29897,play,0.0633
34,39440,play,0.71
34,18710,like,3.0
34,14854,like,3.0
34,12359,play,0.6967
34,12252,dislike,-2.0
34,19837,play,0.27
34,23835,like,3.0
34,9837,like,3.0
34,40869,play,0.7
34,24348,play,0.99
34,1462,dislike,-2.0
34,23358,play,0.4367
34,15814,dislike,-2.0
34,23449,play,0.5267
34,6292,like,3.0
34,21147,play,0.8767
34,46839,like,3.0
34,8746,dislike,-2.0
34,14881,play,0.2067
34,40558,play,0.3333
34,13920,play,0.5267
34,45061,like,3.0
34,20071,play,0.8533
34,7571,play,0.9667
34,2598,play,0.6033
34,35975,play,0.54
34,43025,like,3.0
34,21094,play,0.7133
34,26840,play,0.3267
34,4509,play,0.0067
35,46671,play,0.71
35,40759,play,0.3967
35,11403,play,0.57
35,9861,like,3.0
35,42476,like,3.0
35,28035,play,0.6233
35,14529,play,0.2933
35,28778,like,3.0
35,36369,play,0.1467
35,13130,like,3.0
35,40883,play,0.3967
35,46497,play,0.2
35,23491,like,3.0
35,45920,play,0.44
35,23605,play,0.4333
35,11386,dislike,-2.0
35,4357,dislike,-2.0
35,4753,play,0.7967
35,11034,play,0.06
35,7831,dislike,-2.0
35,40626,dislike,-2.0
35,11333,play,0.31
35,15168,play,0.9633
35,2104,dislike,-2.0
35,23871,play,0.8
35,39247,like,3.0
35,39965,like,3.0
35,22436,play,0.3433
35,26243,like,3.0
35,5166,play,0.6567
35,38695,play,0.0667
35,6286,play,0.83
35,28041,play,0.0433
35,33915,like,3.0
35,29831,dislike,-2.0
35,20464,play,0.7233
35,42225,dislike,-2.0
35,34043,play,0.52
35,24820,play,0.9467
36,27001,like,3.0
36,9231,play,0.03
36,38689,play,0.62
36,6671,play,0.92
36,31262,play,0.8133
36,46360,play,0.68
36,35732,play,0.7133
36,41437,play,0.8133
36,19406,play,0.0133
36,28352,play,0.4933
36,5979,play,0.8567
36,15320,play,0.4633
36,40322,play,0.5367
36,44479,play,0.8533
36,29868,play,0.52
36,23685,like,3.0
36,31789,play,0.92
36,19839,play,0.42
36,27420,play,0.4533
36,17469,play,0.5367
36,803,play,0.64
36,19781,like,3.0
36,27058,like,3.0
36,975,play,0.41
36,4651,like,3.0
36,14495,play,0.4
37,11805,play,0.9867
37,22157,play,0.9767
37,31695,play,0.9133
37,22663,play,0.63
37,46990,play,0.8433
37,35900,like,3.0
37,22492,play,0.5467
37,40725,play,0.9067
37,973,play,0.9733
37,36771,play,0.68
37,42983,play,0.0733
37,44443,play,0.4833
37,8755,play,0.4367
37,47221,play,0.84
37,23287,play,0.7167
37,30686,play,0.1033
37,28628,play,0.68
37,2330,play,0.5833
37,35249,play,0.7933
37,44934,like,3.0
37,40453,like,3.0
37,22533,dislike,-2.0
37,6721,play,0.7567
37,9233,dislike,-2.0
37,39640,play,0.7167
37,42668,play,0.9633
37,7316,play,0.12
37,36183,play,0.5167
37,33281,like,3.0
37,26885,play,0.3567
37,15347,play,0.3833
37,13044,play,0.4
37,28248,like,3.0
37,25709,like,3.0
37,40838,like,3.0
37,2547,play,0.5767
37,18793,play,0.2133
38,5592,play,0.12
38,33970,play,0.5367
38,42793,dislike,-2.0
38,5089,play,0.6067
38,12221,play,0.3367
38,39703,like,3.0
38,24064,play,0.18
38,45927,like,3.0
38,22406,like,3.0
38,23497,play,0.5
38,9806,play,0.9367
38,24463,play,0.1867
38,18780,play,0.2933
38,15770,play,0.2167
38,23921,play,0.4167
38,30798,play,0.61
38,25742,play,0.0467
38,37019,play,0.5
38,205,like,3.0
38,6730,play,0.6
38,46650,like,3.0
38,23236,play,0.08
38,34132,play,0.45
38,21623,play,0.2033
38,15624,dislike,-2.0
38,15200,play,0.2033
38,41866,play,0.3133
38,13998,play,0.9733
38,12323,play,0.8367
38,26939,play,0.4267
39,14414,play,0.8833
39,23991,play,0.8367
39,7163,play,0.6233
39,18346,play,0.44
39,26966,play,0.9267
39,44469,play,0.54
39,7266,play,0.7633
39,26006,play,0.5567
39,11143,play,0.48
39,35232,play,0.1
39,21682,play,1.0
39,40778,like,3.0
39,28959,play,0.2667
39,36563,play,0.2167
39,13976,dislike,-2.0
39,11449,like,3.0
39,20940,like,3.0
39,1525,play,0.3767
39,47564,play,0.5
39,32769,play,0.0167
39,940,play,0.3867
39,27263,play,0.5
39,38045,like,3.0
39,11370,like,3.0
39,40909,play,0.76
39,46209,play,0.63
39,21215,play,0.4667
39,39621,play,0.5267
39,41185,play,0.04
39,46775,play,0.0533
39,26033,like,3.0
39,34076,dislike,-2.0
39,11244,play,0.2767
39,10076,play,0.8267
39,45053,play,0.0433
39,12644,play,0.9033
39,7701,play,0.9567
39,14567,play,0.5767
39,43272,play,0.0833
39,40806,dislike,-2.0
39,7745,play,0.0133
39,38127,like,3.0
39,46838,dislike,-2.0
39,46098,like,3.0
39,37905,play,0.55
39,10302,play,0.5733
39,27914,play,0.5167
39,16527,play,0.8367
39,4677,like,3.0
39,32373,like,3.0
40,2197,play,0.7967
40,20873,play,0.1933
40,9810,like,3.0
40,26638,like,3.0
40,6048,like,3.0
40,14505,play,0.6167
40,6224,like,3.0
40,12690,play,0.5467
40,37794,play,0.3
40,9924,play,0.51
40,6904,play,0.69
40,27419,play,0.3067
40,39774,dislike,-2.0
40,42141,play,0.9267
40,26131,play,0.55
40,16637,play,0.4
40,2574,dislike,-2.0
40,35871,dislike,-2.0
40,12198,like,3.0
40,5729,like,3.0
40,41946,like,3.0
40,16478,play,0.68
40,7879,play,0.75
40,33129,play,0.03
40,4976,play,0.4533
40,40560,like,3.0
40,9576,play,0.4533
40,33577,like,3.0
40,42792,like,3.0
40,10540,play,0.94
40,43913,like,3.0
40,17894,play,0.55
40,46920,like,3.0
40,14701,play,0.19
40,12657,like,3.0
40,28049,play,0.88
40,39025,like,3.0
40,27525,play,0.2467
40,45224,dislike,-2.0
40,18224,play,0.6
40,10569,play,0.1933
40,32228,play,0.3833
40,39566,play,0.2733
40,47700,play,0.3767
40,46374,like,3.0
40,24540,play,0.7333
40,24605,play,0.3933
40,13084,like,3.0
40,34578,play,0.5333
40,24285,play,0.5067
40,33337,play,0.44
40,7070,play,0.5033
40,13919,play,0.09
40,8594,play,0.6633
40,36254,play,0.7767
40,25573,play,0.8367
40,6117,play,0.9033
40,17742,play,0.7133
40,36620,play,0.3367
40,15895,play,0.1833
40,27785,play,0.8533
40,36915,play,0.3567
40,1529,play,0.8333
40,38883,play,0.3467
40,43386,play,0.5033
41,30946,play,0.3967
41,23770,like,3.0
41,36320,play,0.2167
41,42799,like,3.0
41,18211,like,3.0
41,25200,play,0.61
41,10104,play,0.3167
41,44003,dislike,-2.0
41,11699,dislike,-2.0
41,23518,play,0.76
41,31652,play,0.77
41,4820,like,3.0
41,23020,dislike,-2.0
41,28366,play,0.3267
41,1391,play,0.8933
41,39971,play,0.3867
41,3744,like,3.0
41,18255,play,0.5033
41,34980,play,0.9233
41,10662,play,0.8467
41,11608,like,3.0
41,44157,play,0.4933
41,23340,dislike,-2.0
41,158,like,3.0
41,35515,play,0.5433
41,22174,play,0.1333
41,6179,play,0.5967
41,13840,play,0.62
41,16156,dislike,-2.0
41,42590,play,0.8167
41,24157,play,0.0733
41,10230,play,0.45
41,23522,play,0.9667
41,33694,play,0.3767
41,10175,like,3.0
41,25142,like,3.0
41,22656,like,3.0
41,6277,play,0.9967
41,43977,play,0.9533
41,30778,play,0.8067
41,22032,play,0.9467
41,33020,like,3.0
41,34746,play,0.31
41,25277,play,0.3167
41,6551,play,0.64
41,18662,play,0.2267
41,257,play,0.1367
41,22117,like,3.0
41,10566,play,0.51
41,26362,dislike,-2.0
41,33231,play,0.76
41,36728,play,0.82
41,9178,like,3.0
41,43911,play,0.54
41,32396,play,0.9833
41,752,like,3.0
41,13624,like,3.0
41,18415,play,0.9567
41,8590,like,3.0
41,8561,play,0.3967
42,43951,play,0.4167
42,21331,play,0.3267
42,25476,play,0.1033
42,40587,dislike,-2.0
42,25497,play,0.8433
42,35327,play,0.9733
42,20474,play,0.3967
42,18735,play,0.4433
42,23535,dislike,-2.0
42,473,dislike,-2.0
42,35664,play,0.02
42,39669,play,0.2233
42,26650,play,0.5867
42,13258,play,0.3833
42,34181,dislike,-2.0
42,38816,play,0.22
42,43591,play,0.3667
42,44624,play,0.29
42,42816,play,0.4033
42,31033,play,0.6767
42,26100,like,3.0
42,6384,play,0.0333
42,4016,play,0.4633
42,21381,play,0.3867
42,42065,play,0.2933
42,21333,play,0.3233
42,38678,dislike,-2.0
42,24686,play,0.9067
42,37807,play,1.0
42,24271,play,0.26
42,15822,play,0.9
42,9888,play,0.5033
42,46708,play,0.3933
42,22752,play,0.29
42,6412,play,0.7667
42,38775,like,3.0
43,41352,play,0.11
43,4991,play,0.3767
43,27228,play,0.4633
